Date,commodity1,commodity2,zscore,signal,status,buy price,sell price,mtm,pnl,Cointegration test
2016-01-05,98.3,114.25,-0.17141412950631535,,,,,,55500.000000000044,No
2016-01-06,99.25,112.55,1.4786590777416497,,,,,,55500.000000000044,No
2016-01-07,98.5,110.2,2.30186574529546,,,,,,55500.000000000044,No
2016-01-08,100.15,109.2,3.2791736688800284,,,,,,55500.000000000044,No
2016-01-11,98.35,107.25,2.1591135830722448,,,,,,55500.000000000044,No
2016-01-12,97.75,107.9,1.263475151144403,,,,,,55500.000000000044,No
2016-01-13,98.15,108.65,0.9445629680747843,,,,,,55500.000000000044,No
2016-01-14,100.7,109.85,1.233794819167747,,,,,,55500.000000000044,No
2016-01-15,100.45,108.9,1.2201619986179075,,,,,,55500.000000000044,No
2016-01-18,101.1,109.0,1.237528212219005,,,,,,55500.000000000044,No
2016-01-19,100.85,110.55,0.3924923995529233,,,,,,55500.000000000044,No
2016-01-20,100.15,109.75,0.21352871212834018,,,,,,55500.000000000044,No
2016-01-21,101.05,111.8,-0.9716412608537857,,,,,,55500.000000000044,Yes
2016-01-22,100.75,110.75,-0.5507119824193836,,,,,,55500.000000000044,Yes
2016-01-25,100.5,110.15,-0.09374087925171758,,,,,,55500.000000000044,Yes
2016-01-28,103.35,113.8,-0.6043673003642192,,,,,,55500.000000000044,Yes
2016-01-29,103.85,117.15,-3.704660060121845,Buy,Buy,103.85,117.15,,55500.000000000044,Yes
2016-02-01,104.2,118.8,-3.2856467123444224,Buy,Buy,103.85,117.15,-6499.999999999915,55500.000000000044,Yes
2016-02-02,102.9,119.5,-3.2553580664753983,Buy,SL,,,-16499.999999999913,39000.00000000013,Yes
2016-02-03,104.05,122.45,-2.750461626385577,Buy,Buy,104.05,122.45,,39000.00000000013,Yes
2016-02-04,104.45,122.35,-1.7918641275026006,Buy,Buy,104.05,122.45,2500.000000000071,39000.00000000013,Yes
2016-02-05,102.3,120.2,-1.5191432910942864,,Buy,104.05,122.45,2500.0,39000.00000000013,Yes
2016-02-08,102.55,124.65,-2.434541262733504,Buy,SL,,,-18500.000000000015,20500.000000000116,Yes
2016-02-09,101.2,123.7,-1.9447855917759125,Buy,Buy,101.2,123.7,,20500.000000000116,Yes
2016-02-10,101.3,122.85,-1.3115709625021708,,Buy,101.2,123.7,4750.000000000015,20500.000000000116,Yes
2016-02-11,102.1,126.2,-1.7032072508859801,,Buy,101.2,123.7,-8000.000000000043,20500.000000000116,Yes
2016-02-12,102.6,126.2,-1.3259609632530496,,Buy,101.2,123.7,-5500.000000000043,20500.000000000116,Yes
2016-02-15,103.15,124.3,-0.35885172372723345,,Buy,101.2,123.7,6750.000000000043,20500.000000000116,Yes
2016-02-16,105.0,122.95,1.1558719054170161,,TP,,,22749.999999999985,43250.0000000001,Yes
2016-02-17,104.7,119.3,2.6072784277583825,Sell,Sell,119.3,104.7,,43250.0000000001,Yes
2016-02-18,105.25,118.6,2.405810688732952,Sell,Sell,119.3,104.7,-6250.0,43250.0000000001,Yes
2016-02-19,107.65,119.25,2.407773102622184,Sell,SL,,,-15000.0,28250.000000000102,Yes
2016-02-22,108.9,118.1,2.358814196237889,Sell,Sell,118.1,108.9,,28250.000000000102,Yes
2016-02-23,107.0,116.95,1.5518726862879315,,Sell,118.1,108.9,3750.000000000072,28250.000000000102,Yes
2016-02-24,108.65,117.35,1.4984391131600232,,Sell,118.1,108.9,-2500.0,28250.000000000102,Yes
2016-02-25,108.45,116.2,1.3730340018555582,,Sell,118.1,108.9,-7249.999999999944,28250.000000000102,Yes
2016-02-26,108.35,120.6,0.3263303762244693,,Sell,118.1,108.9,15250.000000000056,28250.000000000102,Yes
2016-02-29,108.2,120.6,0.09764986900228464,,Sell,118.1,108.9,16000.000000000015,28250.000000000102,Yes
2016-03-01,107.35,121.05,-0.6213029601722314,,TP,,,22500.000000000073,50750.000000000175,Yes
2016-03-02,107.7,122.8,-1.5782681540344141,,,,,,50750.000000000175,Yes
2016-03-03,106.25,124.0,-2.753208022439425,Buy,Buy,106.25,124.0,,50750.000000000175,Yes
2016-03-04,106.6,125.25,-2.2836481179530783,Buy,Buy,106.25,124.0,-4500.000000000028,50750.000000000175,Yes
2016-03-07,107.4,125.3,-1.458932638850443,,Buy,106.25,124.0,-749.9999999999573,50750.000000000175,Yes
2016-03-08,105.75,122.9,-1.0572954732578679,,Buy,106.25,124.0,2999.999999999972,50750.000000000175,Yes
2016-03-09,106.25,124.0,-0.9992378262289149,,Buy,106.25,124.0,0.0,50750.000000000175,Yes
2016-03-10,105.0,123.05,-0.9771088293776586,,Buy,106.25,124.0,-1499.9999999999854,50750.000000000175,Yes
2016-03-11,104.7,124.05,-1.465393905828657,,Buy,106.25,124.0,-7999.999999999971,50750.000000000175,Yes
2016-03-14,103.5,123.15,-1.4793946703363845,,Buy,106.25,124.0,-9500.00000000003,50750.000000000175,Yes
2016-03-15,102.25,120.4,-0.6872631676444797,,Buy,106.25,124.0,-2000.000000000029,50750.000000000175,Yes
2016-03-16,101.55,120.25,-1.0704993871445085,,Buy,106.25,124.0,-4750.000000000015,50750.000000000175,Yes
2016-03-17,101.3,121.25,-2.518847126482959,Buy,SL,,,-11000.000000000015,39750.00000000016,Yes
2016-03-18,100.05,120.2,-2.2263569875592455,Buy,Buy,100.05,120.2,,39750.00000000016,Yes
2016-03-21,99.9,122.0,-3.1764238591023193,Buy,Buy,100.05,120.2,-9749.999999999944,39750.00000000016,Yes
2016-03-22,99.25,120.75,-1.8341580678302736,Buy,Buy,100.05,120.2,-6749.999999999972,39750.00000000016,Yes
2016-03-23,98.4,118.7,-0.8909394548099078,,Buy,100.05,120.2,-749.9999999999582,39750.00000000016,Yes
2016-03-24,98.75,117.95,0.03480412707739265,,Buy,100.05,120.2,4750.000000000015,39750.00000000016,Yes
2016-03-28,98.75,118.3,-0.053874545181712426,,Buy,100.05,120.2,3000.0000000000437,39750.00000000016,Yes
2016-03-29,98.8,115.45,2.3684087576323414,Sell,Buy,100.05,120.2,17500.0,39750.00000000016,Yes
2016-03-30,98.5,114.0,2.5388131690183093,Sell,TP,,,23250.00000000003,63000.00000000019,Yes
2016-03-31,100.95,114.25,3.387403870774689,Sell,Sell,114.25,100.95,,63000.00000000019,Yes
2016-04-01,102.3,116.3,1.975356515569805,Sell,Sell,114.25,100.95,3500.0000000000136,63000.00000000019,Yes
2016-04-04,101.6,113.55,2.168336144584098,Sell,Sell,114.25,100.95,-6749.999999999971,63000.00000000019,Yes
2016-04-05,101.0,114.25,1.2274653392819443,,Sell,114.25,100.95,-249.9999999999858,63000.00000000019,Yes
2016-04-06,100.55,114.65,0.744565999858478,,Sell,114.25,100.95,4000.000000000057,63000.00000000019,Yes
2016-04-07,99.9,114.05,0.5408598802190503,,Sell,114.25,100.95,4249.999999999971,63000.00000000019,Yes
2016-04-08,101.1,113.5,1.134689457927569,,Sell,114.25,100.95,-4499.999999999957,63000.00000000019,Yes
2016-04-11,99.7,112.55,0.6885827090278924,,Sell,114.25,100.95,-2250.0000000000146,63000.00000000019,Yes
2016-04-12,101.8,114.4,0.9531023714048726,,Sell,114.25,100.95,-3499.9999999999436,63000.00000000019,Yes
2016-04-13,103.3,116.3,0.6745102550056182,,Sell,114.25,100.95,-1499.9999999999854,63000.00000000019,Yes
2016-04-14,103.55,114.75,2.9604247314209764,Sell,SL,,,-10499.99999999997,52500.00000000022,Yes
2016-04-15,103.3,114.0,2.4574978532729737,Sell,Sell,114.0,103.3,,52500.00000000022,Yes
2016-04-18,104.55,113.95,2.9878312481801137,Sell,Sell,114.0,103.3,-6499.999999999985,52500.00000000022,Yes
2016-04-19,105.15,116.5,0.870240536459996,,Sell,114.0,103.3,3249.999999999958,52500.00000000022,Yes
2016-04-20,107.4,117.35,1.7046164330239502,,Sell,114.0,103.3,-3750.0000000000728,52500.00000000022,Yes
2016-04-21,108.35,117.8,1.7360406423934924,,Sell,114.0,103.3,-6250.0,52500.00000000022,Yes
2016-04-22,109.7,119.4,1.3897783434903133,,Sell,114.0,103.3,-5000.0,52500.00000000022,Yes
2016-04-25,109.9,116.4,3.0997974925682517,Sell,SL,,,-21000.000000000015,31500.000000000204,Yes
2016-04-26,109.1,116.2,1.8127508712147715,Sell,Sell,116.2,109.1,,31500.000000000204,Yes
2016-04-27,109.45,115.15,2.163301288902314,Sell,Sell,116.2,109.1,-7000.000000000028,31500.000000000204,Yes
2016-04-28,110.4,116.8,1.438857320956109,,Sell,116.2,109.1,-3500.0000000000846,31500.000000000204,Yes
2016-04-29,111.55,120.15,0.16434790545756614,,Sell,116.2,109.1,7500.0,31500.000000000204,Yes
2016-05-02,111.15,119.5,0.14269041082333717,,Sell,116.2,109.1,6249.999999999929,31500.000000000204,Yes
2016-05-03,108.75,117.15,-0.06510243649794108,,Sell,116.2,109.1,6499.999999999986,31500.000000000204,Yes
2016-05-04,108.7,117.4,-0.5160824918931334,,Sell,116.2,109.1,7999.999999999972,31500.000000000204,Yes
2016-05-05,106.9,115.3,-0.5569924152308419,,Sell,116.2,109.1,6499.999999999915,31500.000000000204,Yes
2016-05-06,106.4,116.5,-2.1205986030667177,Buy,Sell,116.2,109.1,14999.999999999929,31500.000000000204,Yes
2016-05-09,103.95,115.65,-3.2752391611131384,Buy,TP,,,22999.99999999997,54500.000000000175,Yes
2016-05-10,103.7,117.1,-3.105110111774366,Buy,Buy,103.7,117.1,,54500.000000000175,Yes
2016-05-11,104.1,117.85,-2.174021353106715,Buy,Buy,103.7,117.1,-1750.0000000000427,54500.000000000175,Yes
2016-05-12,103.2,114.55,-0.7888467347752398,,Buy,103.7,117.1,10249.999999999985,54500.000000000175,Yes
2016-05-13,102.95,114.95,-0.9351162699762461,,Buy,103.7,117.1,6999.999999999958,54500.000000000175,Yes
2016-05-16,103.5,116.8,-1.3185625106946341,,Buy,103.7,117.1,499.9999999999717,54500.000000000175,Yes
2016-05-17,103.15,114.95,-0.41465667977729453,,Buy,103.7,117.1,7999.999999999973,54500.000000000175,Yes
2016-05-18,104.3,114.4,0.6913591674121189,,Buy,103.7,117.1,16499.999999999916,54500.000000000175,Yes
2016-05-19,104.4,114.0,1.19342404144715,,Buy,103.7,117.1,18999.999999999985,54500.000000000175,Yes
2016-05-20,104.1,112.65,2.228164021909042,Sell,TP,,,24249.999999999898,78750.00000000007,Yes
2016-05-23,104.6,111.4,2.968228067051365,Sell,Sell,111.4,104.6,,78750.00000000007,Yes
2016-05-24,105.35,111.8,2.1779265242175745,,CB,,,-1750.0000000000427,77000.00000000003,No
2016-05-25,103.65,110.0,1.6521301272552236,,,,,,77000.00000000003,No
2016-06-20,109.9,116.6,1.365197022767313,,,,,,77000.00000000003,No
2016-06-21,110.3,116.1,1.4613818679077255,,,,,,77000.00000000003,Yes
2016-06-22,109.6,115.55,1.1220175080698793,,,,,,77000.00000000003,No
2016-06-23,110.0,116.45,0.7764076014905343,,,,,,77000.00000000003,No
2016-06-24,109.15,115.9,0.4386175412535851,,,,,,77000.00000000003,No
2016-06-27,107.9,115.15,-0.19380978652143818,,,,,,77000.00000000003,No
2016-06-28,109.75,117.25,-0.7566641917890441,,,,,,77000.00000000003,No
2016-06-29,109.75,119.05,-4.863093625757558,,,,,,77000.00000000003,No
2016-06-30,110.55,120.3,-2.914517422165866,,,,,,77000.00000000003,No
2016-07-01,106.9,116.75,-2.3101378555206606,,,,,,77000.00000000003,No
